asset_name,2023-12-01,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15,2023-12-18,2023-12-19,2023-12-20,2023-12-21,2023-12-22,2023-12-26,2023-12-27,2023-12-28,2023-12-29,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-08,2024-01-09,2024-01-10,2024-01-11,2024-01-12,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-29,2024-01-30,2024-01-31,2024-02-01,2024-02-02,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-12,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-26,2024-02-27,2024-02-28,2024-02-29
LENNAR CORP,0.028612,-0.000532,0.002966,0.026308,0.015513,0.015349,0.00043,0.006374,0.032947,0.066478,-0.035721,-0.013398,0.009302,-0.012513,0.00763,-0.003313,0.005291,0.007422,-0.000804,-0.000938,-0.010601,-0.012207,-0.004051,0.008272,0.020783,-0.007702,0.03503,0.012064,-0.022229,-0.008237,-0.00598,0.004813,0.009912,0.022792,-0.046242,-0.016736,0.027563,-0.004962,0.00802,0.010029,-0.008076,0.027227,0.00052,-0.009805,-0.01023,0.011594,0.003929,-0.001761,0.031957,-0.039453,0.014438,0.002145,-0.025811,0.005126,0.006557,0.010396,0.009898,-0.006126,-0.001687,-0.000455,0.030624
OTIS WORLDWIDE CORP,0.01119,0.005648,-0.016048,0.007106,0.002429,0.009693,0.011543,0.005988,0.004155,0.014092,-0.005294,-0.007761,0.003688,-0.017257,0.001473,0.008032,0.005835,-0.000223,0.00067,-0.00223,-0.011624,-0.008821,0.000342,-0.001939,0.000571,-0.007538,0.001151,-0.010115,0.001045,0.00522,-0.013963,0.017788,0.009314,0.001823,0.004548,-0.003736,0.011022,-0.003934,0.007785,0.007613,-0.017333,0.01289,0.015517,-0.000879,0.011553,-0.001849,-0.009807,0.002311,0.002855,-0.013685,0.008214,0.019047,-0.010627,-0.002411,0.007251,0.007963,0.012012,0.003208,0.00032,0.011401,0.004003
KINDER MORGAN INC,0.010245,0.005634,-0.019608,0.001714,-0.001711,0.011429,-0.007345,-0.01992,0.015099,0.012014,-0.011306,0.004574,0.003984,-0.007936,0.008,0.004535,0.007336,-0.004482,-0.004502,-0.002827,0.010771,0.012339,-0.00554,0.0039,0.004994,-0.003313,-0.00554,-0.006128,0.007287,-0.008347,-0.01459,-0.014237,-0.006355,-0.002326,-0.004662,-0.011124,0.026051,0.006347,-0.004014,0.007052,-0.016851,0.006501,-0.00411,-0.017099,0.0012,-0.002397,-0.001201,-0.001203,0.010235,-0.012515,0.0,0.02414,0.00825,-0.002922,0.021102,-0.009185,-0.000579,-0.006957,0.002335,-0.001165,0.013994
CUMMINS INC,0.009591,0.021519,-0.010857,0.008615,0.00039,-0.00065,0.020557,-0.002762,0.019943,0.037268,-0.027148,0.003395,0.008954,-0.016318,0.014427,-0.02873,0.010549,0.001461,0.003085,-0.004198,0.00672,-0.014346,-0.00774,0.009666,0.012639,-0.007298,-0.000794,-0.006939,-0.001726,-0.010036,-0.007199,0.000472,-0.017068,0.020374,0.00992,-0.001693,0.012935,0.007452,0.000956,0.008054,-0.014415,0.015336,0.006914,-0.01447,0.043258,-0.013636,0.007295,0.007442,0.020137,-0.009149,0.023458,0.020463,0.002558,-0.017412,0.005156,0.005205,0.004146,0.008486,0.008753,0.006777,-0.006473
TRADE DESK INC,0.016179,-0.039665,-0.006254,-0.000293,0.00688,0.026897,0.014158,-0.003909,0.037281,0.027969,-0.015642,0.009881,0.026709,-0.028075,0.012058,-0.038623,0.002179,0.006659,-0.009179,-0.019619,-0.019038,-0.017991,-0.013272,-0.011111,0.019959,-0.007827,0.000438,-0.005841,-0.016451,-0.04779,0.011606,0.008527,0.027671,0.037996,0.011385,-0.007552,-0.007609,-0.016059,0.051463,-0.031185,-0.012269,-0.017829,0.041512,-0.035714,0.016296,0.014577,0.00819,0.016246,0.036461,-0.013124,0.018783,0.01884,0.174614,-0.071629,-0.005814,0.0173,-0.024671,0.009209,0.041489,-0.008178,0.006243
CORTEVA INC,0.022124,-0.021212,-0.029412,0.005924,0.007927,0.014607,0.014396,-0.021616,0.016291,0.021959,0.000215,0.013534,0.014413,-0.026536,0.015025,0.003595,0.011378,-0.000417,0.002293,-0.003535,0.013356,-0.009885,-0.009983,-0.005672,-0.006761,-0.010636,-0.00989,-0.000434,0.001738,-0.013446,-0.014289,-0.00959,0.026796,-0.013816,0.010229,-0.00044,-0.003744,0.013705,0.001526,-0.002177,-0.007637,0.188654,-0.018868,-0.023379,0.005598,0.038011,-0.01535,0.006762,0.026866,-0.025618,0.008391,0.011095,0.002195,-0.008029,-0.002575,0.009037,0.003473,-0.001457,0.005655,-0.010702,-0.015768
ELECTRONIC ARTS INC,-0.001811,0.000436,-0.002902,-0.002038,-0.011594,0.01173,0.010354,0.012774,0.014395,-0.010537,-0.014342,-0.00533,0.003331,-0.014147,0.009444,-0.001523,-0.00276,-0.004225,0.000366,0.000366,-0.007529,-0.000515,0.001916,-0.002648,0.006268,0.009233,-0.000653,0.000799,0.001307,-0.005583,-0.003864,0.010321,-0.002246,-0.001089,0.01163,-0.009413,0.007834,0.003455,-0.006025,-0.007433,0.000218,0.002471,-0.009281,-0.012441,0.002371,0.011016,0.015357,0.012676,-0.021762,0.010542,0.029353,0.006779,-0.012287,-0.008715,0.000922,0.016647,-0.00648,-7e-05,-0.020269,0.004158,-0.004283
INGERSOLL RAND INC,0.01134,-0.003045,-0.000833,-0.00806,0.016391,0.010476,0.009139,0.003785,-0.007541,0.021845,-0.006241,-0.000267,0.020182,-0.019128,0.012422,0.008971,0.012029,0.005814,-0.000899,-0.005657,-0.007887,-0.026196,0.002944,-0.001868,0.012299,0.002509,0.005006,0.018351,-0.003475,0.006846,-0.006414,0.009425,0.008954,0.005832,-0.001638,-0.004671,0.0052,0.000631,0.01488,0.001615,-0.009304,0.026672,0.021344,-0.009912,0.00398,0.015978,0.009578,0.00609,-0.005006,-0.004212,0.016214,0.015031,0.019137,-0.030513,0.025363,0.020801,-0.002864,0.002541,-0.004187,-0.005864,0.016472
GENERAL MILLS INC,0.007383,0.012787,-0.00662,0.021234,0.007588,-0.013858,0.009317,0.009988,0.016482,-0.022406,-0.016586,0.017173,0.005577,-0.035677,-0.001865,0.004672,0.002945,0.000618,0.003553,0.002617,0.024716,-0.0003,-0.014836,-0.011409,-0.005385,0.005105,-0.019105,-0.001425,0.005233,-0.008834,0.004138,0.003487,-0.002527,0.000475,0.02485,-0.017143,0.013042,0.00062,-0.003875,0.016962,-0.006733,-0.001233,-0.000463,-0.019599,0.020463,-0.017276,0.005494,-0.02685,0.01187,-0.002378,-0.008899,0.014751,0.012798,0.026209,-0.002584,-0.00823,0.003842,-0.004899,-0.012154,0.001402,-0.001866
CHENIERE ENERGY INC,-0.002965,-0.040967,-0.02354,0.015758,-0.005326,0.02549,-0.018614,-0.012201,-0.004215,0.008466,-0.007812,0.020682,-0.001957,-0.013266,0.003741,0.005008,-0.007243,0.000175,-0.001984,-0.001813,-0.007615,-0.000295,-0.002952,-0.007639,-0.0037,0.002336,-0.001195,-0.014838,0.002429,-0.007452,-0.007935,-0.0008,-0.008313,0.007762,0.001047,0.017603,-0.006593,0.021189,-0.006618,-0.00036,-0.015371,-0.006037,-0.007301,-0.009425,0.002565,-0.001123,-0.006622,-0.006477,0.005697,-0.008874,-0.012002,0.02166,0.00887,0.004552,0.021353,-0.041692,0.000317,-0.017371,-0.011678,-0.001893,0.015109
KENVUE INC,0.012231,-0.003383,-0.021824,-0.038671,0.073234,-0.009611,-0.00097,0.007771,0.013976,0.000951,-0.003324,0.000953,0.021894,-0.02422,0.012888,0.006598,-0.003277,0.012212,-0.003712,0.002795,0.001858,-0.013908,-0.017395,0.021531,0.013115,0.010171,-0.003661,0.00735,-0.019152,-0.013017,-0.011776,-0.001907,-0.010984,-0.013037,0.022994,-0.022956,0.015663,0.004337,0.009597,-0.00808,-0.005271,0.006262,-0.002872,-0.016803,0.005859,-0.003883,-0.057992,0.0,0.013451,-0.007147,-0.008312,-0.002095,0.0,0.000525,0.012592,-0.005699,-0.000521,-0.012513,-0.001056,0.011628,-0.007314
VEEVA SYSTEMS INC,0.025988,0.000951,-0.005866,0.002416,-0.030495,-0.001388,0.010248,0.003897,0.012617,0.03084,-0.011868,0.007638,0.007415,-0.00229,0.022079,0.020479,-0.004139,0.004157,0.016557,-0.00768,-0.017349,-0.021091,0.004968,-0.002257,0.026119,0.012911,0.004611,0.053329,0.021838,-0.007044,-0.025722,0.012928,0.012958,0.010765,0.011462,-0.012702,-0.004257,0.002546,0.022469,-0.011761,-0.016595,-0.016489,0.013775,-0.012379,0.024922,0.024985,0.003868,0.006361,0.007843,-0.020736,0.031506,0.013097,-0.018832,-0.00269,-0.010925,0.026806,-0.002386,0.010648,-0.004821,0.010991,0.000621
GARTNER INC,0.014488,-0.003536,-0.010806,0.016489,0.00905,0.013453,0.012389,0.0066,0.011788,-0.025834,-0.021123,0.011836,0.001779,-0.017515,0.001695,0.007105,-4.5e-05,0.000358,0.012628,-0.002565,-0.030724,-0.022207,-0.002339,-0.002743,0.024567,0.002662,0.010481,0.007021,0.021477,-0.002444,0.002825,0.019169,0.003865,0.006711,-0.003803,-0.006735,-0.004081,-0.000781,0.006206,0.00399,-0.017399,0.020921,0.006167,-0.000213,-0.017221,-0.025449,0.013846,0.01609,-0.027075,-0.010489,0.008112,0.008781,-0.011459,-0.008047,-0.009528,0.028814,0.015834,0.000716,0.000174,0.010064,-0.000279
ZSCALER INC,0.002531,0.001161,0.003279,-0.005027,0.010813,-0.006248,0.033551,0.025746,0.022253,0.004409,0.024307,0.004015,0.006695,-0.023701,0.011887,0.001581,0.013127,0.001915,-0.002578,-0.012832,-0.041479,-0.01003,0.000428,-0.002472,0.039512,0.037414,-0.003801,0.013842,0.009846,0.00611,-0.029503,0.01145,0.01483,0.041333,0.007224,-0.004988,-0.01276,-0.006169,0.034708,-0.016038,-0.022603,0.010141,0.024952,-0.048975,0.011549,0.042304,0.019415,0.022132,-0.004197,-0.043567,0.043122,-0.000434,-0.00162,-0.014679,-0.141022,0.057171,0.04015,0.027505,0.003269,-0.021444,0.019723
NEWMONT CORP,0.025131,-0.016019,-0.016034,-0.005014,0.001008,-0.01636,-0.005374,-0.028299,0.059042,0.02875,-0.006804,0.005383,0.016549,-0.015561,0.007539,0.015206,-0.003566,0.011215,-0.016045,-0.007434,-0.011597,-0.022244,0.003,0.005484,-0.002727,-0.038528,-0.018873,-0.011331,0.003198,-0.043305,-0.035546,-0.003167,-0.001155,0.012146,0.010286,-0.026018,0.001452,-0.008118,0.012862,-0.004041,0.0,0.031875,-0.033698,-0.030514,0.008993,-0.000297,-0.009213,-0.016497,0.023483,-0.045292,0.002497,0.029888,0.01058,-0.007179,0.007231,-0.07598,0.012626,-0.040601,-0.004998,0.000335,0.0462
EXELON CORP,0.012464,-0.006668,-0.005939,0.023636,-0.001776,-0.003305,0.007906,-0.002024,0.039554,-0.07561,-0.063588,-0.029304,0.027866,-0.016944,0.007469,0.005418,0.007657,-0.003377,0.012426,0.001395,0.015877,-0.007952,-0.004422,0.008051,0.010465,-0.006814,0.005489,-0.011736,-0.003866,-0.010258,-0.003081,-0.008148,-0.007365,-0.005137,-0.003156,-0.019281,0.024061,0.003152,0.007998,-0.006801,-0.006847,0.006033,-0.019132,-0.021252,0.008626,0.005603,-0.010264,0.002667,0.015958,-0.005527,-0.002047,0.021688,0.001434,-0.005156,0.042614,-0.004971,0.002776,-0.013839,0.016278,-0.011323,0.001117
MARTIN MARIETTA MATERIALS INC,0.005941,-0.006676,-0.010728,0.002678,0.010532,0.008725,0.00507,0.018844,0.014875,0.010742,-0.006308,0.000919,0.005016,-0.0098,0.009139,0.007919,0.003989,0.002528,-0.002762,0.001345,-0.015794,-0.01839,0.008444,0.001502,0.020214,0.001369,0.005268,-0.005221,-0.002916,-0.000101,-0.005506,0.020077,0.00493,0.005064,-0.015176,-0.011293,0.020498,-0.006379,0.023006,0.008497,-0.017546,0.013945,0.008535,-0.021888,0.011759,0.019378,0.001773,0.003293,0.009789,-0.009487,0.023158,-0.007081,0.007897,-0.012466,0.005927,0.022115,0.000949,0.008438,0.010428,0.012556,0.020509
KROGER CO,0.007454,0.00157,-0.003582,0.000674,0.005837,-0.004911,0.01144,-0.018629,0.010622,-0.025268,0.011929,0.032192,-0.010103,-0.001553,0.000444,0.002665,0.001772,-0.000221,-0.000885,0.011955,0.012251,0.005403,-0.013328,0.003268,-0.001737,0.005873,-0.002163,-0.006285,0.003926,0.008256,0.002586,-0.008167,-0.00455,-0.000218,0.006967,-0.003243,0.007158,-0.0028,0.004968,0.002579,-0.010933,0.012354,-0.012203,-0.003251,-0.021744,-0.008224,0.018377,-0.00066,0.009469,-0.00589,0.008997,0.025826,0.016428,0.007557,-0.003958,0.000627,0.007734,-0.019706,0.023487,0.003308,0.022254
P G & E CORP,0.016308,-0.010315,-0.01216,0.010551,0.007541,0.013817,0.001136,0.005672,0.023689,-0.013774,-0.007821,-0.024775,0.017321,-0.014756,0.00576,0.009164,0.014188,0.003358,0.008366,-0.002214,0.001109,-0.004432,-0.014469,0.010164,0.008944,0.000554,0.005537,-0.032489,-0.003415,-0.022844,-0.008767,-0.004717,0.001185,-0.014201,-0.008403,0.000605,0.013914,0.013723,0.002354,-0.003523,-0.005893,0.014819,-0.027453,-0.016817,-0.007941,0.010468,-0.01036,0.000616,0.012308,-0.009726,0.003683,0.011009,-0.00605,0.012173,0.00902,-0.007747,0.022823,-0.038755,0.013439,0.0,0.006028
COSTAR GROUP INC,0.026975,-0.000586,-0.012672,-0.004278,-0.014441,-0.002301,0.019663,0.010356,0.01402,0.025328,-0.007705,0.007708,-0.00255,-0.017269,0.00659,0.004594,0.000686,0.000571,0.00491,-0.007045,-0.022085,-0.031477,-0.01631,-0.000983,0.019179,0.009891,-0.012064,-0.007254,0.015711,-0.019664,-0.000856,0.001714,0.00611,0.01166,0.006844,-0.001192,0.010148,0.005673,0.014103,-0.012168,-0.020648,0.013416,-0.007801,-0.025971,0.02593,0.014902,-0.039469,0.016632,-0.003007,-0.014961,0.008329,0.007775,-0.018804,-0.001966,0.033727,-0.017981,0.028131,-0.009553,0.010836,0.017199,0.007875
MODERNA INC,0.027413,0.000501,-0.019907,0.029637,-0.008065,0.004628,0.020916,-0.048293,0.007176,0.092494,0.00163,-0.00686,0.042964,-0.032551,0.057663,0.040917,0.025714,0.034933,-0.019259,0.006681,0.131222,-0.034844,0.000737,0.022639,0.038877,-0.045565,-0.006535,-0.024347,-0.007912,-0.035772,-0.017717,-0.012755,0.006359,0.0,0.022267,-0.007947,0.016813,-0.009727,0.029761,-0.022606,-0.013858,-0.020089,-0.01535,-0.020615,0.047544,-0.007298,-0.056798,-0.066731,0.01819,-0.040787,0.006794,0.060384,-0.030393,-0.015616,0.006897,0.135289,-0.029968,-0.025296,0.023187,0.013306,-0.053755
QUANTA SERVICES INC,0.011895,-0.004776,-0.001107,0.012775,0.013187,0.025054,0.012597,0.017397,0.024407,0.026251,-0.003614,-9.3e-05,0.012605,-0.022094,-0.002114,0.007484,0.002897,0.006009,0.002408,-0.002679,-0.03026,-0.035982,-0.008278,-0.004948,0.0326,-0.007151,-0.002254,-0.005745,-4.9e-05,-0.005384,-0.006009,0.008743,0.002575,0.005088,-0.038828,-0.011659,0.024369,-0.008536,0.003872,0.000964,-0.016223,0.032002,0.021173,-0.011296,0.019388,0.013536,-0.005409,0.011262,0.007092,-0.022495,0.028041,0.006678,-0.01224,-0.010594,0.009656,0.102784,0.006268,0.005333,0.016678,-0.003924,0.012069
VULCAN MATERIALS CO,0.009693,-0.003849,-0.012942,-0.000425,0.01057,0.008685,0.0131,0.009321,0.01254,0.004873,-0.001824,-0.007355,0.008936,-0.015622,0.009495,0.00739,0.003201,0.000753,-0.001683,0.006964,-0.015021,-0.019097,0.006155,0.00426,0.010739,-0.002589,0.01204,-0.00774,-0.001783,-0.007055,-0.005036,0.017446,0.004264,0.005308,-0.019711,-0.013465,0.016424,-0.0047,0.031525,0.007324,-0.021814,0.019247,0.017711,-0.020432,0.008404,0.021332,0.008118,0.006543,0.000542,-0.012535,0.016785,0.005641,0.052339,-0.014776,0.008155,0.01385,0.001129,0.014967,0.009499,-0.004781,0.013534
VERISK ANALYTICS INC,0.005385,-0.014131,-0.002925,-0.015675,-0.004726,-0.003551,0.030869,0.013202,0.016236,-0.046354,-0.001826,0.009915,-0.012114,-0.004201,0.006596,0.005064,0.003514,0.000802,0.001644,0.005261,-0.003684,-0.005379,0.005281,-0.017861,-0.004236,0.008637,-0.003238,0.001069,0.01093,0.001098,-0.001519,0.003718,0.010819,0.01391,0.001561,0.003322,-0.004782,0.002752,0.00172,0.006215,-0.01853,0.021074,0.004704,-0.004762,0.007583,0.008814,-0.005585,0.005416,-0.013886,-0.008902,0.00494,0.002072,-0.007906,0.01557,-0.04362,0.009846,0.020083,-0.007025,-0.000782,-0.003787,-0.000413
LAUDER ESTEE COS INC,0.033284,0.05313,-0.048795,0.009004,0.018596,-0.015533,0.008001,0.013279,0.047148,0.021184,-0.016569,-0.005291,0.042973,-0.036304,0.012882,-0.007081,0.004016,0.004896,0.012558,-0.008811,-0.00547,-0.046683,0.000433,-0.010236,0.0126,0.001726,-0.025849,0.020786,-0.026572,-0.03746,-0.026819,0.010928,-0.014335,-0.005007,0.023562,-0.015529,0.019816,0.016633,0.036009,-0.009815,-0.016321,0.020532,-0.004306,0.120489,-0.027083,-0.029273,-0.008173,0.018257,0.017929,-0.025701,0.003447,0.018717,0.007225,-0.008608,0.016332,0.008069,0.008879,-0.033136,0.024066,-0.003165,0.008142
MONOLITHIC PWR SYS INC,0.019846,-0.000125,-0.010991,0.001536,0.025729,0.012718,0.028955,0.005773,0.021651,0.047099,-0.006401,0.001611,0.001466,-0.038142,0.017511,-0.006578,0.03141,-0.000753,-0.005247,-0.002278,-0.042455,-0.04255,-0.012519,0.005131,0.02913,0.005146,-0.00768,-0.00129,-0.016434,0.030496,-0.020221,0.045435,0.033442,0.010185,0.006648,-0.015576,-0.025823,-0.023616,0.031008,-0.010262,-0.017443,0.018931,0.035383,0.016277,-0.020473,0.019637,0.142018,0.020676,-0.029828,-0.024319,0.046425,-0.014574,-0.005202,-0.024887,0.002246,0.038352,-0.027209,0.005214,-0.021521,0.001805,0.013327
EQUIFAX INC,0.020256,0.013596,-0.006929,0.004383,-0.00138,0.018417,0.016245,0.010513,0.031595,0.019633,-0.008472,0.019011,-0.011274,-0.03514,0.018631,0.006895,0.01513,0.011472,-0.003195,-0.009295,-0.030005,-0.028515,0.004549,0.012517,0.039448,-0.012583,0.006413,-0.008169,0.00383,0.011036,-0.008886,0.00434,8.1e-05,0.012839,0.002495,-0.006784,0.004082,-0.009298,0.016212,-0.007597,-0.015592,0.024515,-0.001718,-0.020248,-0.006372,-0.005837,0.042173,-0.011426,0.026487,-0.030651,0.00968,0.040665,-0.009366,-0.000891,-0.00318,0.033226,0.003017,-0.002745,0.011612,-0.003801,0.023493
ON SEMICONDUCTOR CORP,0.039955,-0.014559,-0.011218,0.016049,0.03268,0.003956,0.042816,-0.01272,0.03406,0.063533,-0.006496,-0.022067,0.0117,-0.042129,0.030553,0.004304,0.017379,-0.004914,-0.000823,-0.017063,-0.024901,-0.026274,-0.039213,-0.006562,0.029591,-0.011676,-0.018434,-0.015606,-0.012898,0.004492,-0.020732,0.013145,0.008877,0.017869,0.020747,-0.020847,-0.032735,-0.013482,0.018268,-0.006163,-0.019843,-0.013215,0.009118,0.09544,-0.016368,0.008386,0.048727,0.001115,0.001485,-0.028794,0.039191,-0.012857,-0.02456,-0.014878,0.001936,0.009534,-0.027693,0.018113,-0.007735,-0.006496,0.032039
GLOBAL PAYMENTS INC,0.02877,0.000167,-0.016443,0.013663,0.003516,0.002419,0.021305,0.005704,0.047318,-0.025685,0.019811,-0.006241,0.008165,-0.030836,0.015346,0.004115,-0.004571,0.00863,0.004239,-0.007347,0.001339,-0.013053,0.00255,0.012398,0.044588,-0.013001,0.014695,-0.009605,-0.013031,-0.010517,-0.006672,-0.004842,0.01601,0.024872,-0.006406,-0.013806,0.010538,0.019181,0.011053,0.004136,-0.019935,0.015612,0.008795,-0.003004,-0.00169,0.008465,-0.002773,-0.004611,0.012868,-0.012196,0.021386,-0.008346,-0.026339,-0.025263,0.012691,-7.6e-05,0.004908,0.001728,-0.00075,-0.023793,-0.002768
P P G INDUSTRIES INC,0.01155,-0.003342,-0.003493,0.000351,0.015978,-0.006898,0.012919,-0.003223,0.014446,0.011392,-0.003151,0.000471,0.005109,-0.021336,0.009773,0.006768,0.006319,0.00314,0.001465,-0.005519,-0.015179,-0.011271,-0.004876,0.007108,0.009936,-0.00787,0.007249,-0.00611,-0.005738,-0.012298,-0.00473,0.01307,-0.02456,0.005304,0.002111,-0.009899,0.01248,0.001751,-0.001258,0.00147,-0.014189,0.003262,-0.009965,-0.017988,0.016864,-0.003717,-0.00531,0.006853,0.009457,-0.01533,0.009803,0.021199,-0.003581,-0.005285,0.010555,0.005118,0.006905,-0.014061,-0.010046,-0.003052,0.007973
C D W CORP NEW,0.007967,0.000188,-0.010301,-0.003897,0.014266,0.00287,0.011867,0.008808,0.001838,0.0111,0.012657,0.002061,0.001162,-0.006877,0.012095,0.006797,0.009266,-0.000787,0.000656,-0.006034,-0.029254,-0.015272,-0.010216,-0.004835,0.019482,-0.000138,0.009579,0.004086,-0.009178,0.00721,-0.007476,0.027206,0.006355,0.001987,-0.009255,0.006761,0.011753,0.003057,-0.002525,0.004845,-0.015203,0.01482,0.011214,-0.008295,-0.000997,0.030803,0.026768,0.005206,-0.013171,-0.018719,0.008464,0.013655,-0.005685,0.00174,-0.001861,0.025773,0.000687,-0.003561,-0.00796,0.00262,0.005308
ROCKWELL AUTOMATION INC,0.021892,-0.006999,-0.0161,0.011309,-0.000791,0.002303,0.004524,0.013939,0.025662,0.054576,-0.008082,0.003055,0.016967,-0.022288,0.010509,0.003358,0.010592,0.000579,-0.001928,-0.000451,-0.013205,-0.008225,0.002666,0.001247,0.003311,-0.010096,-0.002971,0.010031,-0.001672,-0.020388,-0.010054,0.016149,0.010995,0.007217,-0.004482,-0.012883,0.012952,-0.004076,0.005347,0.008535,-0.175575,0.038416,0.019011,-0.006306,-0.023806,0.034772,0.03602,0.017186,-0.009912,-0.00823,0.005568,0.00518,-0.001457,-0.025383,0.007373,0.014529,0.006783,-0.009625,0.011375,0.019362,-0.004644
ATLASSIAN CORP PLC,0.021786,-0.003485,-0.019184,-0.010383,-0.00461,0.024009,0.032387,0.017171,0.06505,0.031514,0.034427,-0.004356,0.019732,0.019436,0.031271,-0.017263,0.01765,-0.008121,-0.00757,-0.013929,-0.047045,-0.029205,0.012588,0.01472,0.041973,-0.001231,0.037867,-0.008394,-0.021308,0.015021,-0.014924,0.010339,0.014786,0.010825,0.011645,-0.021614,0.005225,0.014078,0.031801,0.006884,-0.029756,0.020539,-0.147156,-0.010764,-0.017624,-0.00852,0.013511,0.030477,-0.011839,-0.028219,0.027705,-0.012831,-0.024775,-0.014723,-0.003272,0.006467,-0.004819,0.001076,0.005668,0.005976,0.001787
DIAMONDBACK ENERGY INC,-0.000907,-0.002658,-0.024113,-0.024442,0.007578,0.007724,0.005446,-0.011101,0.010684,0.026629,-0.002151,0.016459,0.009767,-0.0084,0.002759,0.000832,0.016689,-0.005723,-0.017458,-0.001609,0.012445,0.020126,-0.027159,0.000834,-0.001218,-0.01926,-0.009165,0.000198,0.016183,-0.017421,-0.009129,-0.000267,0.008815,0.005826,-0.003093,0.011421,0.020366,-0.000512,-0.008833,0.013367,-0.020328,-0.006635,-0.01637,-0.003994,0.01584,-0.003553,0.013404,-0.011337,0.093845,-0.002289,0.025725,0.050983,0.005041,-0.00758,0.009491,-0.016801,-0.002094,0.004253,0.004743,0.010171,0.015354
MONGODB INC,0.04688,-0.028054,0.025176,-0.106648,-0.008208,-0.006376,0.035622,-0.005817,0.04602,0.019602,0.002218,-0.017683,-0.007172,-0.019791,0.02029,-0.00571,0.023118,0.00331,-0.002869,-0.019732,-0.061539,-0.027913,-0.028339,0.008223,0.035743,0.00074,0.038075,-0.001399,-0.002573,0.035369,-0.01248,-0.020481,0.022617,0.030844,-0.005709,-0.002311,-0.02392,-0.012516,0.062941,-0.011043,-0.036123,0.021347,0.065857,0.002018,0.014695,0.031761,0.038763,0.05426,-0.025774,-0.032501,0.030458,-0.025282,-0.019295,-0.043543,-0.038938,0.05261,0.003422,-0.001595,-0.001885,-0.014446,0.009313
NASDAQ INC,0.001075,0.005903,-0.00907,0.002154,-0.026683,-0.002956,0.004632,-0.000922,0.040982,-0.004965,-0.024416,0.011692,0.006862,-0.01094,0.017044,0.016937,0.010344,0.006247,0.004311,-0.001717,-0.021328,-0.015993,0.000714,-0.006425,0.018682,-0.005995,0.009225,-0.006152,0.006898,-0.008256,-0.006199,0.012832,0.017948,0.005359,0.003783,-0.003083,0.002921,0.004283,-0.006312,0.003433,-0.011634,-0.011771,-0.007707,-0.011827,0.006074,0.010476,-0.002636,0.008633,-0.007336,-0.019884,0.001975,-0.005734,-0.001262,0.002165,0.009003,0.009279,0.001591,-0.00812,0.003203,-0.000887,-0.002131
DOLLAR TREE INC,0.020714,0.016409,-0.003588,-0.013541,0.005634,-0.018384,0.018166,0.00221,0.027806,-0.004905,0.007471,-0.003134,0.02454,0.006063,-0.000595,0.016601,0.025264,0.013071,0.003173,-0.001687,0.003449,-0.040831,-0.00395,0.000808,0.009392,0.003416,-0.003043,-0.017439,0.003993,0.001473,-0.004119,-0.021344,-0.01532,0.004139,0.0029,-0.009437,0.015903,0.003781,0.007986,-0.018611,-0.005179,0.038356,0.022709,-0.011174,0.004411,0.014989,0.007652,-0.009936,0.023871,-0.021144,0.000501,0.016228,0.008582,0.020367,-0.005879,-0.004607,0.007737,-0.000754,0.021472,-0.018536,0.003695
DOLLAR GENERAL CORP NEW,0.027227,0.001039,-0.01068,0.003973,-0.012097,-0.038398,-0.011083,-0.014148,0.050875,0.005217,-0.007938,-0.030005,0.03125,-0.008537,0.009154,0.016297,0.006429,0.010371,0.008256,0.002951,0.032953,-0.065157,0.026508,0.007421,-0.006998,0.018403,-0.019241,-0.001492,0.005827,0.023619,-0.004789,-0.00853,-0.027723,0.019664,-0.005934,-0.024996,0.016913,0.00429,0.001798,-0.01324,0.001137,0.029908,0.001029,-0.014321,0.000745,0.007297,0.002661,-0.003244,0.006878,-0.032099,0.001745,0.02303,0.047838,0.006997,-0.005404,-0.001764,-0.007563,-0.011467,0.0397,-0.007138,0.014239
FAIR ISAAC CORP,0.036879,-0.004682,0.007671,-0.017179,0.005802,0.014606,0.010076,0.011695,0.006522,-0.031874,0.000168,0.016809,0.003256,0.002291,0.008925,0.002935,-0.003645,0.005143,-0.001085,-0.004558,-0.028221,-0.007771,-0.004375,-0.00179,0.033143,0.006274,0.034984,0.012173,0.013294,-0.005362,0.004713,0.016469,0.007829,0.022306,-0.005286,-0.004651,0.006836,-0.068451,0.021749,-0.020714,0.001479,0.036986,0.009757,0.000661,0.00293,0.016383,0.032012,0.001794,-0.019232,-0.022236,0.019189,0.006848,-0.015844,-0.017831,-0.010038,0.033452,-0.004603,0.004617,-0.009486,-0.001097,-0.003703
